Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 ","1,888",CR,PT,149,,$5.57 ,,0.23 ,,"$1,104.25 ",,45.7 ,,$24.14 ,,$0.82 ,W,,"$37,208,606 ",,"$161,245,715 ",,"6,680,248 ",,"146,023 ",,"197,632,189 ",W,"5,596,811 ",,Yes,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 ","1,888",DR,DO,12,,$1.06 ,,0.01 ,,$149.80 ,,1.1 ,,$136.87 ,,$17.22 ,,,"$13,009 ",,"$1,674,192 ",,"12,232 ",,"11,176 ",,"97,202 ",,"134,412 ",Q,Yes,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,467",DR,DO,9,,$1.01 ,,0.03 ,,$49.32 ,,1.6 ,,$30.02 ,,$4.42 ,,,"$25,554 ",,"$759,581 ",,"25,304 ",,"15,400 ",,"171,867 ",,"126,727 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,467",MB,PT,81,,$1.29 ,,0.07 ,,$103.95 ,,5.9 ,,$17.69 ,,$3.30 ,,,"$569,148 ",,"$7,818,640 ",,"441,950 ",,"75,219 ",,"2,372,158 ",,"1,027,669 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,467",DR,TX,66,,$5.02 ,,0.11 ,,$123.26 ,,2.7 ,,$46.08 ,,$6.49 ,,,"$213,716 ",,"$1,961,688 ",,"42,572 ",,"15,915 ",,"302,440 ",,"290,145 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,467",MB,DO,535,,$1.06 ,,0.08 ,,$115.18 ,,8.7 ,,$13.25 ,,$2.06 ,,,"$13,996,583 ",,"$174,208,415 ",,"13,152,358 ",,"1,512,552 ",,"84,366,008 ",,"21,151,819 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,467",VP,DO,535,,$1.88 ,,0.18 ,,$64.68 ,,6.3 ,,$10.21 ,,$0.42 ,,,"$852,400 ",,"$4,620,409 ",,"452,362 ",,"71,440 ",,"10,903,868 ",,"2,566,080 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,467",DR,PT,241,,$1.57 ,,0.04 ,,$103.22 ,,2.5 ,,$40.60 ,,$6.25 ,,,"$708,599 ",,"$18,309,360 ",,"450,946 ",,"177,375 ",,"2,928,989 ",,"2,574,848 ",,No,,,,,,
"County of Miami-Dade, dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,452",CB,PT,9,,$0.40 ,,0.04 ,,$76.28 ,,8.5 ,,$9.01 ,,$0.23 ,,,"$106,444 ",,"$2,396,320 ",,"266,073 ",,"31,415 ",,"10,305,165 ",,"1,019,760 ",,No,,,,,,
"County of Miami-Dade, dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,452",HR,DO,76,,$0.71 ,,0.08 ,,$308.64 ,,36.0 ,,$8.58 ,,$1.16 ,W,,"$8,363,609 ",,"$101,808,527 ",,"11,862,059 ",,"329,867 ",,"87,578,321 ",W,"7,178,627 ",,Yes,,,,,,
"County of Miami-Dade, dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,452",MB,DO,592,,$0.93 ,,0.09 ,,$232.01 ,,22.0 ,,$10.53 ,,$2.07 ,W,,"$32,592,627 ",,"$369,059,059 ",,"35,064,169 ",,"1,590,691 ",,"177,915,594 ",W,"22,582,743 ",,Yes,,,,,,
"County of Miami-Dade, dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,452",DR,PT,384,,$2.87 ,,0.08 ,,$43.74 ,,1.3 ,,$34.50 ,,$2.97 ,,,"$3,341,167 ",,"$40,132,153 ",,"1,163,150 ",,"917,428 ",,"13,490,173 ",,"11,177,390 ",,No,,,,,,
"County of Miami-Dade, dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,452",VP,PT,222,,$5.00 ,,2.01 ,,$12.48 ,,5.0 ,,$2.49 ,,$0.08 ,,,"$1,985,766 ",,"$988,971 ",,"397,168 ",,"79,267 ",,"11,690,988 ",,"2,792,734 ",,No,,,,,,
"County of Miami-Dade, dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,452",MG,DO,21,,$0.00 ,,0.00 ,,$294.24 ,,58.6 ,,$5.02 ,,$5.34 ,W,,$0 ,,"$28,808,053 ",,"5,741,996 ",,"97,906 ",,"5,393,498 ",W,"998,645 ",,Yes,,,,,,
"County of Miami-Dade, dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,452",MB,PT,148,,$0.56 ,,0.11 ,,$42.44 ,,8.0 ,,$5.33 ,,$1.40 ,W,,"$1,066,476 ",,"$10,143,133 ",,"1,902,564 ",,"238,990 ",,"7,262,087 ",W,"3,013,661 ",,Yes,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,431",CR,DO,8,,$1.16 ,,0.01 ,,"$2,038.13 ",,18.0 ,,$113.13 ,,$13.13 ,,,"$201,381 ",,"$19,657,785 ",,"173,765 ",,"9,645 ",,"1,496,661 ",,"197,570 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,431",MB,DO,472,,$1.15 ,,0.11 ,,$204.46 ,,19.1 ,,$10.70 ,,$2.40 ,,,"$27,431,955 ",,"$254,781,592 ",,"23,818,219 ",,"1,246,135 ",,"106,209,833 ",,"15,585,126 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,431",CR,PT,44,,$3.32 ,,0.18 ,,$412.06 ,,21.8 ,,$18.92 ,,$1.64 ,,,"$15,894,451 ",,"$90,425,649 ",,"4,780,402 ",,"219,449 ",,"55,053,882 ",,"6,048,702 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,431",DR,PT,409,,$4.78 ,,0.06 ,,$105.06 ,,1.3 ,,$80.75 ,,$10.58 ,,,"$2,565,867 ",,"$43,366,649 ",,"537,078 ",,"412,763 ",,"4,100,442 ",,"5,929,705 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,431",MB,PT,342,,$1.13 ,,0.15 ,,$99.92 ,,13.2 ,,$7.57 ,,$1.86 ,,,"$14,203,230 ",,"$94,944,082 ",,"12,540,545 ",,"950,183 ",,"50,971,484 ",,"11,312,663 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,431",LR,DO,156,,$1.53 ,,0.13 ,,$229.25 ,,19.9 ,,$11.54 ,,$1.66 ,,,"$15,967,688 ",,"$120,807,086 ",,"10,464,678 ",,"526,960 ",,"72,910,951 ",,"9,063,803 ",,No,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,330",VP,PT,490,,$6.14 ,,1.05 ,,$28.90 ,,4.9 ,,$5.84 ,,$0.17 ,,,"$5,616,939 ",,"$5,345,126 ",,"914,713 ",,"184,965 ",,"30,786,275 ",,"6,877,486 ",,No,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,330",DR,TX,264,,$4.87 ,,0.14 ,,$88.83 ,,2.5 ,,$34.96 ,,$3.68 ,,,"$2,438,862 ",,"$17,488,934 ",,"500,318 ",,"196,877 ",,"4,750,697 ",,"3,920,962 ",,No,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,330",CB,DO,25,,$1.34 ,W,0.10 ,,$197.12 ,,14.4 ,W,$13.73 ,W,$0.75 ,W,,"$133,969 ",,"$1,371,350 ",,"99,914 ",W,"6,957 ",,"1,836,806 ",W,"168,044 ",,Yes,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,330",MB,DO,243,,$0.99 ,W,0.16 ,,$147.55 ,,24.1 ,W,$6.13 ,W,$1.74 ,W,,"$21,327,513 ",,"$131,804,023 ",,"21,490,094 ",W,"893,305 ",,"75,780,919 ",W,"10,265,530 ",,Yes,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,330",MB,PT,166,,$0.84 ,W,0.12 ,,$120.34 ,,17.1 ,W,$7.02 ,W,$1.94 ,W,,"$7,742,342 ",,"$64,447,961 ",,"9,180,409 ",W,"535,547 ",,"33,155,112 ",W,"6,460,025 ",,Yes,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,330",CB,PT,15,,$1.38 ,W,0.06 ,,$170.54 ,,6.9 ,W,$24.62 ,W,$1.00 ,W,,"$76,831 ",,"$1,366,332 ",,"55,488 ",W,"8,012 ",,"1,369,832 ",W,"177,098 ",,Yes,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,330",DR,PT,127,,$6.66 ,,0.11 ,,$114.61 ,,1.9 ,,$60.63 ,,$5.78 ,,,"$5,114,175 ",,"$46,570,494 ",,"768,111 ",,"406,346 ",,"8,054,631 ",,"5,657,340 ",,No,,,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,217",DR,PT,847,,$2.44 ,,0.03 ,,$109.77 ,,1.4 ,,$77.12 ,,$10.16 ,,,"$4,839,034 ",,"$153,093,065 ",,"1,985,090 ",,"1,394,724 ",,"15,071,293 ",,"20,188,198 ",,No,,,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,217",DR,TX,370,,$2.56 ,,0.05 ,,$94.96 ,,2.0 ,,$47.56 ,,$3.96 ,,,"$425,141 ",,"$7,888,853 ",,"165,883 ",,"83,073 ",,"1,991,800 ",,"1,535,075 ",,No,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,133",MB,PT,9,,$1.77 ,,0.08 ,,$85.71 ,,3.9 ,,$21.90 ,,$30.85 ,,,"$197,321 ",,"$2,438,151 ",,"111,318 ",,"28,446 ",,"79,024 ",,"93,785 ",,No,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,133",FB,PT,2,,$1.37 ,,0.02 ,,"$1,629.99 ",,29.2 ,,$55.88 ,,$13.70 ,,,"$48,337 ",,"$1,967,402 ",,"35,206 ",,"1,207 ",,"143,556 ",,"13,902 ",,No,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,133",CR,DO,"1,122",,$8.28 ,,0.20 ,,$772.73 ,,18.9 ,,$40.92 ,,$1.79 ,W,,"$243,426,102 ",,"$1,202,776,528 ",,"29,391,259 ",,"1,556,539 ",,"671,661,254 ",W,"48,719,168 ",,Yes,,,,,,
Access Services,El Monte,CA,9157,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,132",DR,PT,636,,$2.10 ,,0.05 ,,$68.69 ,,1.6 ,,$43.46 ,,$3.88 ,,,"$4,363,038 ",,"$89,985,687 ",,"2,081,026 ",,"1,316,547 ",,"23,286,133 ",,"20,359,802 ",,No,,,,,,
Access Services,El Monte,CA,9157,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,132",DR,TX,496,,$2.28 ,,0.05 ,,$121.44 ,,2.7 ,,$44.76 ,,$3.18 ,,,"$3,575,858 ",,"$70,208,462 ",,"1,568,456 ",,"578,137 ",,"22,059,772 ",,"12,735,268 ",,No,,,,,,
MTA Bus Company,New York,NY,2188,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,121",MB,DO,"1,121",,$1.31 ,,0.13 ,,$218.07 ,,22.2 ,,$9.81 ,,$3.51 ,W,,"$95,403,036 ",,"$712,036,903 ",,"72,562,171 ",,"3,265,126 ",,"202,709,642 ",W,"25,869,531 ",,Yes,,,,,,
Puerto Rico Highway and Transportation Authority - Público,San Juan,PR,4105,40105,State Government Unit or Department of Transportation,Full Reporter,"2,148,346 ","1,113",PB,PT,"1,113",,$1.65 ,,0.95 ,,$18.56 ,,10.7 ,,$1.73 ,,$0.38 ,,,"$13,874,183 ",,"$14,543,191 ",,"8,385,516 ",,"783,652 ",,"37,870,980 ",,"8,209,461 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,082",DR,PT,96,,$2.28 ,,0.04 ,,$102.05 ,,1.6 ,,$63.22 ,,$8.62 ,,,"$531,182 ",,"$14,724,814 ",,"232,926 ",,"144,284 ",,"1,708,110 ",,"1,843,118 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,082",MB,DO,557,,$0.75 ,,0.07 ,,$136.01 ,,12.7 ,,$10.68 ,,$2.61 ,,,"$20,568,967 ",,"$293,476,028 ",,"27,472,695 ",,"2,157,762 ",,"112,289,224 ",,"26,895,603 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,082",CR,PT,23,,$4.40 ,,0.16 ,,$571.02 ,,20.3 ,,$28.20 ,,$1.63 ,,,"$5,572,130 ",,"$35,697,609 ",,"1,266,076 ",,"62,515 ",,"21,904,126 ",,"1,404,961 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,082",SR,DO,2,,$0.75 ,,0.04 ,,$274.12 ,,14.2 ,,$19.26 ,,$12.39 ,,,"$141,819 ",,"$3,647,650 ",,"189,420 ",,"13,307 ",,"294,412 ",,"92,227 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,082",VP,PT,164,,$2.64 ,,0.74 ,,$22.70 ,,6.3 ,,$3.59 ,,$0.10 ,,,"$614,924 ",,"$835,674 ",,"232,710 ",,"36,820 ",,"8,566,316 ",,"1,423,846 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,082",DR,TX,123,,$2.31 ,,0.04 ,,$79.03 ,,1.2 ,,$63.56 ,,$6.03 ,,,"$1,083,818 ",,"$29,806,261 ",,"468,967 ",,"377,154 ",,"4,942,990 ",,"5,804,395 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,082",LR,DO,117,,$0.75 ,,0.08 ,,$397.95 ,,41.7 ,,$9.53 ,,$1.17 ,,,"$15,034,789 ",,"$191,440,162 ",,"20,081,036 ",,"481,071 ",,"164,306,746 ",,"9,866,803 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,081",LR,DO,89,,$1.29 ,,0.13 ,,$231.24 ,,23.2 ,,$9.97 ,,$2.10 ,,,"$10,630,886 ",,"$82,232,726 ",,"8,247,364 ",,"355,621 ",,"39,122,864 ",,"6,114,108 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,081",MB,PT,7,,$0.18 ,,0.01 ,,$97.47 ,,3.3 ,,$29.61 ,,$8.55 ,,,"$12,554 ",,"$2,010,999 ",,"67,906 ",,"20,633 ",,"235,100 ",,"290,233 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,081",DR,DO,69,,$1.91 ,,0.02 ,,$168.37 ,,1.7 ,,$99.00 ,,$10.45 ,,,"$209,663 ",,"$10,873,065 ",,"109,833 ",,"64,577 ",,"1,040,065 ",,"992,876 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,081",CR,DO,50,,$1.66 ,,0.08 ,,$346.74 ,,16.3 ,,$21.31 ,,$0.83 ,,,"$3,361,201 ",,"$43,133,266 ",,"2,024,524 ",,"124,396 ",,"51,916,777 ",,"4,039,581 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,081",CB,DO,48,,$1.21 ,,0.03 ,,$278.57 ,,7.4 ,,$37.86 ,,$1.77 ,,,"$230,854 ",,"$7,226,477 ",,"190,855 ",,"25,941 ",,"4,084,828 ",,"660,672 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,081",VP,DO,427,,$5.09 ,,0.19 ,,$136.05 ,,5.2 ,,$26.37 ,,$0.64 ,,,"$3,357,063 ",,"$17,374,432 ",,"658,990 ",,"127,705 ",,"27,330,736 ",,"5,705,170 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,081",DR,PT,37,,$0.17 ,,0.00 ,,$101.57 ,,1.5 ,,$67.82 ,,$6.10 ,,,"$12,782 ",,"$5,240,923 ",,"77,279 ",,"51,597 ",,"858,863 ",,"716,520 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,081",MB,DO,354,,$1.21 ,,0.10 ,,$135.17 ,,10.8 ,,$12.46 ,,$2.85 ,,,"$14,706,477 ",,"$151,793,116 ",,"12,182,543 ",,"1,122,949 ",,"53,227,823 ",,"14,656,460 ",,No,,,,,,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,066",CR,DO,539,,$6.33 ,,0.11 ,,$782.33 ,,13.9 ,,$56.37 ,,$2.66 ,,,"$46,124,538 ",,"$410,856,810 ",,"7,289,149 ",,"525,169 ",,"154,329,520 ",,"15,273,179 ",,No,,,,,,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,066",CR,PT,527,,$5.96 ,,0.19 ,,$601.70 ,,19.0 ,,$31.70 ,,$1.46 ,,,"$56,225,953 ",,"$299,338,684 ",,"9,441,882 ",,"497,488 ",,"205,006,670 ",,"15,388,572 ",,No,,,,,,
MTA Long Island Rail Road,Jamaica,NY,2100,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,022",CR,DO,"1,022",,$6.27 ,W,0.19 ,,$692.60 ,,20.6 ,W,$33.68 ,W,$1.19 ,W,,"$272,532,791 ",,"$1,464,445,571 ",,"43,484,907 ",W,"2,114,409 ",,"1,229,284,540 ",W,"61,766,650 ",,Yes,,,,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114 ","1,010",VP,PT,350,,$3.84 ,,0.79 ,,$29.23 ,W,6.0 ,W,$4.88 ,,$0.13 ,,,"$3,276,082 ",,"$4,169,524 ",,"853,872 ",,"142,647 ",W,"31,566,576 ",,"5,362,722 ",,Yes,,,,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114 ","1,010",DR,TX,337,,$3.22 ,,0.06 ,,$126.53 ,,2.3 ,,$55.07 ,,$4.96 ,,,"$1,361,487 ",,"$23,260,053 ",,"422,360 ",,"183,835 ",,"4,694,226 ",,"4,071,104 ",,No,,,,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114 ","1,010",MB,PT,323,,$0.58 ,,0.06 ,,$102.77 ,,10.9 ,,$9.46 ,,$2.15 ,W,,"$6,447,545 ",,"$105,362,873 ",,"11,137,195 ",,"1,025,220 ",,"49,115,030 ",W,"12,810,179 ",,Yes,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency (MUNI)",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",996,MB,DO,469,,$0.82 ,,0.18 ,,$240.02 ,,52.4 ,,$4.58 ,,$2.24 ,W,,"$70,679,813 ",,"$394,688,420 ",,"86,174,760 ",,"1,644,393 ",,"176,249,299 ",W,"12,943,156 ",,Yes,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency (MUNI)",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",996,CC,DO,27,,$4.12 ,,0.26 ,,$632.27 ,,39.3 ,,$16.09 ,,$12.38 ,,,"$16,548,189 ",,"$64,543,044 ",,"4,012,470 ",,"102,082 ",,"5,213,332 ",,"188,083 ",,No,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency (MUNI)",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",996,SR,DO,22,,$0.82 ,,0.13 ,,$423.41 ,,66.3 ,,$6.39 ,,$4.43 ,,,"$3,756,664 ",,"$29,257,377 ",,"4,580,227 ",,"69,100 ",,"6,604,779 ",,"372,942 ",,No,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency (MUNI)",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",996,TB,DO,195,,$0.82 ,,0.17 ,,$256.81 ,,53.5 ,,$4.80 ,,$3.51 ,W,,"$31,247,905 ",,"$182,870,809 ",,"38,098,301 ",,"712,076 ",,"52,097,781 ",W,"4,339,036 ",,Yes,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency (MUNI)",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",996,LR,DO,149,,$0.82 ,,0.15 ,,$428.49 ,,76.6 ,,$5.59 ,,$2.04 ,,,"$30,691,090 ",,"$209,359,089 ",,"37,419,416 ",,"488,601 ",,"102,607,757 ",,"4,640,244 ",,No,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency (MUNI)",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",996,DR,PT,134,,$2.51 ,,0.03 ,,$123.18 ,,1.7 ,,$73.65 ,,$10.81 ,,,"$775,397 ",,"$22,767,244 ",,"309,142 ",,"184,832 ",,"2,105,676 ",,"1,328,977 ",,No,,,,,,
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",982,MB,DO,589,,$1.04 ,,0.16 ,,$149.58 ,,23.0 ,,$6.49 ,,$1.89 ,,,"$48,918,210 ",,"$304,102,924 ",,"46,845,589 ",,"2,033,045 ",,"160,875,204 ",,"21,965,871 ",,No,,,,,,
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",982,DR,TX,50,,$12.46 ,,0.24 ,,$131.92 ,,2.5 ,,$51.89 ,,$4.47 ,,,"$924,560 ",,"$3,850,035 ",,"74,190 ",,"29,184 ",,"860,546 ",,"763,774 ",,No,,,,,,
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",982,YR,PT,4,,$0.80 ,,0.03 ,,"$1,157.34 ",,41.1 ,,$28.17 ,,$3.44 ,,,"$218,681 ",,"$7,670,843 ",,"272,313 ",,"6,628 ",,"2,231,666 ",,"141,871 ",,No,,,,,,
"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet",Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",982,DR,PT,223,,$12.46 ,,0.24 ,,$87.24 ,,1.7 ,,$50.92 ,,$5.72 ,,,"$8,080,087 ",,"$33,017,052 ",,"648,375 ",,"378,450 ",,"5,776,264 ",,"4,758,336 ",,No,,,,,,
